title,author,pages,SalesRank,ASIN,tags,year
Belonging: A German Reckons With History And Home,Nora Krug,288,974399,1476796629,biography & memoir;comics & graphic novels;for history lovers;family matters;eye-opening reads;identity & culture;tales from around the world;nonfiction,2018
"Beneath A Ruthless Sun: A True Story Of Violence, Race, And Justice Lost And Found",Gilbert King,432,275677,0399183388,nonfiction;identity & culture;for history lovers;book club ideas;the states we’re in,2018
Big Game: The NFL In Dangerous Times,Mark Leibovich,400,568553,0399185429,nonfiction;eye-opening reads;the dark side;the states we’re in;staff picks;for sports lovers,2018
Bingo Love,"Tee Franklin, illustrated by Jenn St-Onge and Joy San",88,1700110,1534307508,comics & graphic novels;love & romance;identity & culture,2018
Bitter Orange,Claire Fuller,320,1053147,1947793152,mysteries & thrillers;historical fiction;the dark side;tales from around the world,2018
Bloody Rose,Nicholas Eames,560,37249,0316362530,"sci fi, fantasy & speculative fiction;for music lovers;rather long;staff picks;no biz like show biz",2018
Blue,Laura Vaccaro Seeger,40,922876,1626720665,kids’ books;family matters;for art lovers,2018
"Boom Town: The Fantastical Saga Of Oklahoma City, Its Chaotic Founding, Its Apocalyptic Weather, Its Purloined Basketball Team, And The Dream Of Becoming A World-Class Metropolis",Sam Anderson,448,897538,0804137315,nonfiction;for history lovers;the states we’re in;eye-opening reads;for sports lovers,2018
Born To Be Posthumous: The Eccentric Life And Mysterious Genius Of Edward Gorey,Mark Dery,512,790929,0316188549,comics & graphic novels;nonfiction;biography & memoir;for art lovers;staff picks;rather long,2018
Brown: Poems,Kevin Young,176,2536919,1524732540,"short stories, essays & poetry;identity & culture;staff picks;the states we’re in;seriously great writing",2018
Cake: A Cookbook,Maira Kalman and Barbara Scott-Goodman,96,252305,1101981547,comics & graphic novels;cookbooks & food;family matters;nonfiction;biography & memoir,2018
Calypso,David Sedaris,272,114104,0316392383,"biography & memoir;short stories, essays & poetry;family matters;funny stuff;the dark side;staff picks;nonfiction",2018
Census,Jesse Ball,272,2001516,006267613X,"sci fi, fantasy & speculative fiction;eye-opening reads;family matters;staff picks",2018
Cenzontle,Marcelo Hernandez Castillo,112,1292473,1942683537,"short stories, essays & poetry;identity & culture;tales from around the world;the states we’re in",2018
"Chasing Hillary: Ten Years, Two Presidential Campaigns, And One Intact Glass Ceiling",Amy Chozick,400,1393271,0062413597,nonfiction;staff picks;biography & memoir;the states we’re in;eye-opening reads;book club ideas,2018
Che: A Revolutionary Life,"Jon Lee Anderson, illustrated by José Hernández",432,340953,0735221774,comics & graphic novels;nonfiction;biography & memoir;for history lovers;tales from around the world;for art lovers,2018
"Check, Please!: Book 1: # Hockey",Ngozi Ukazu,288,628294,1250177952,comics & graphic novels;funny stuff;identity & culture;love & romance;for sports lovers,2018
Chesapeake Requiem: A Year With The Watermen Of Vanishing Tangier Island,Earl Swift,448,307487,0062661396,nonfiction;the states we’re in;science!;staff picks;eye-opening reads;identity & culture,2018
Children Of Blood And Bone,Tomi Adeyemi,544,19346,1250170974,"book club ideas;sci fi, fantasy & speculative fiction;rather long;staff picks;young adult",2018
Circe,Madeline Miller,400,13716,0316556343,"historical fiction;sci fi, fantasy & speculative fiction;book club ideas;seriously great writing;staff picks",2018
Citizen Illegal,José Olivarez,80,132000,1608469549,"identity & culture;short stories, essays & poetry;book club ideas;family matters;the states we’re in",2018
City Of Ash And Red: A Novel,"Hye-young Pyun, translated by Sora Kim-Russell",256,3650512,1628727810,"mysteries & thrillers;sci fi, fantasy & speculative fiction;the dark side",2018
Come Again,Nate Powell,272,2589696,1603094288,comics & graphic novels;the dark side;family matters,2018
Come West And See: Stories,Maxim Loskutoff,240,2639972,0393635589,staff picks;realistic fiction;identity & culture;the dark side;the states we’re in;rather short,2018
"Comfort In An Instant: 75 Comfort Food Recipes For Your Pressure Cooker, Multicooker, And Instant Pot",Melissa Clark,160,158773,0525576150,cookbooks & food,2018
"Conspiracy: Peter Thiel, Hulk Hogan, Gawker, And The Anatomy Of Intrigue",Ryan Holiday,336,66090,0735217645,nonfiction;eye-opening reads;the dark side;let’s talk about sex;staff picks;no biz like show biz,2018
Contact High: A Visual History Of Hip-Hop,Vikki Tobak,288,38153,0525573887,nonfiction;for music lovers;for art lovers;identity & culture;for history lovers;no biz like show biz,2018
Coyote Doggirl,Lisa Hanawalt,156,870480,1770463259,comics & graphic novels;funny stuff;staff picks;the dark side,2018
Cravings: Hungry For More,Chrissy Teigen,256,61308,1524759724,cookbooks & food;no biz like show biz,2018
Creative Quest,Questlove,288,594592,0062670557,nonfiction;biography & memoir;for art lovers;eye-opening reads;for music lovers;it’s all geek to me;staff picks,2018
Crudo: A Novel,Olivia Laing,160,1757096,0393652726,realistic fiction;rather short;seriously great writing;love & romance,2018
Crux: A Cross-Border Memoir,Jean Guerrero,352,894972,0399592393,nonfiction;biography & memoir;book club ideas;eye-opening reads;family matters;staff picks;the states we’re in;tales from around the world,2018
Dactyl Hill Squad,Daniel José Older,272,3113525,1338268813,"sci fi, fantasy & speculative fiction;historical fiction;kids’ books",2018
Dancing Bears: True Stories Of People Nostalgic For Life Under Tyranny,"Witold Szablowski, translated by Antonia Lloyd-Jones",262,1100978,0143129740,nonfiction;eye-opening reads;for history lovers;identity & culture;tales from around the world;staff picks,2018
Darwin Comes To Town: How The Urban Jungle Drives Evolution,Menno Schilthuizen,304,1161551,1250127823,nonfiction;eye-opening reads;science!,2018
Death Of A Rainmaker: A Dust Bowl Mystery,Laurie Loewenstein,320,1234859,1617756652,historical fiction;mysteries & thrillers;for history lovers;the dark side;the states we’re in;staff picks,2018
Deviation: A Novel,"Luce D'Eramo, translated by Anne Milano Appel",368,5688071,0374138451,realistic fiction;biography & memoir;for history lovers,2018
Do Not Lick This Book,"Idan Ben-Barak, illustrated by Julian Frost",40,135344,1250175364,kids’ books;eye-opening reads;it’s all geek to me;science!,2018
"Doing Harm: The Truth About How Bad Medicine And Lazy Science Leave Women Dismissed, Misdiagnosed, And Sick",Maya Dusenbery,400,1268301,0062470809,nonfiction;book club ideas;eye-opening reads;identity & culture;science!;staff picks,2018
Dragons In A Bag,"Zetta Elliott, illustrated by Geneva B",160,119801,1524770450,"family matters;funny stuff;kids’ books;sci fi, fantasy & speculative fiction",2018
Drawn Together,"Minh L&ecirc;, illustrated by Dan Santat",40,45787,1484767608,kids’ books;identity & culture;family matters;for art lovers;staff picks,2018
Dreamers,Yuyi Morales,40,15893,0823440559,kids’ books;family matters;for art lovers;identity & culture;tales from around the world;the states we’re in,2018
Educated: A Memoir,Tara Westover,352,10169,0399590501,nonfiction;biography & memoir;book club ideas;eye-opening reads;family matters;identity & culture;the states we’re in;staff picks,2018
Eloquent Rage: A Black Feminist Discovers Her Superpower,Brittney Cooper,288,583171,1250112575,nonfiction;book club ideas;eye-opening reads;identity & culture;biography & memoir,2018
Emergency Contact,Mary H.K. Choi,400,1511312,1534408967,young adult;love & romance;family matters;realistic fiction;staff picks,2018
"Enlightenment Now: The Case For Reason, Science, Humanism, And Progress",Steven Pinker,576,82918,0525427570,nonfiction;book club ideas;eye-opening reads;for history lovers;tales from around the world;science!;staff picks;rather long,2018
Eternity Girl,"Magdalene Visaggio, illustrated by Sonny Liew",160,2073332,1401285201,"comics & graphic novels;identity & culture;staff picks;sci fi, fantasy & speculative fiction",2018
Everyday Dorie: The Way I Cook,Dorie Greenspan,368,87031,0544826981,cookbooks & food,2018
Everything You Need For A Treehouse,"Carter Higgins, illustrated by Emily Hughes",40,98077,1452142556,kids’ books;staff picks;for art lovers,2018
Exit Stage Left: The Snagglepuss Chronicles,"Mark Russell, illustrated by Mike Feehan",168,233823,1401275214,comics & graphic novels;the states we’re in;for history lovers;identity & culture;for art lovers;staff picks,2018
Famous Father Girl: A Memoir Of Growing Up Bernstein,Jamie Bernstein,400,1109049,0062641352,nonfiction;biography & memoir;eye-opening reads;family matters;for music lovers;staff picks;identity & culture;no biz like show biz,2018
Fascism: A Warning,Madeleine Albright,304,65810,0062802186,nonfiction;eye-opening reads;for history lovers;tales from around the world;the dark side;the states we’re in;staff picks,2018
Fear: Trump In The White House,Bob Woodward,448,256461,1501175513,nonfiction;eye-opening reads;for history lovers;the states we’re in;rather long;staff picks,2018
Feast: Food Of The Islamic World,Anissa Helou,544,223184,0062363034,cookbooks & food;tales from around the world;staff picks,2018
Feel Free: Essays,Zadie Smith,464,945939,1594206252,"short stories, essays & poetry;eye-opening reads;for art lovers;identity & culture;seriously great writing;nonfiction",2018
Florida,Lauren Groff,288,923121,1594634513,"short stories, essays & poetry;realistic fiction;seriously great writing;the states we’re in",2018
Forever Or A Day,Sarah Jacoby,40,207526,1452164630,kids’ books;staff picks;for art lovers,2018
Freshwater,Akwaeke Emezi,240,354531,0802127355,realistic fiction;identity & culture;seriously great writing;the states we’re in;staff picks;rather short,2018
"From Twinkle, With Love",Sandhya Menon,336,11600791,1481495402,funny stuff;love & romance;identity & culture;young adult;realistic fiction;no biz like show biz,2018
Front Desk,Kelly Yang,304,61252,1338157795,family matters;identity & culture;kids’ books;realistic fiction;the states we’re in,2018
Full Disclosure,Stormy Daniels,288,332925,1250205565,nonfiction;biography & memoir;eye-opening reads;let’s talk about sex;the states we’re in,2018
Ghosts In The Schoolyard: Racism And School Closings On Chicago's South Side,Eve L. Ewing,240,471461,022652602X,nonfiction;eye-opening reads;the states we’re in;identity & culture;rather short,2018
Girls Burn Brighter: A Novel,Shobha Rao,320,1495726,1250074258,realistic fiction;tales from around the world;identity & culture;book club ideas;eye-opening reads,2018
Give Me Some Truth,Eric Gansworth,432,2633767,1338143549,young adult;identity & culture;for music lovers;family matters;love & romance,2018
Give Me Your Hand: A Novel,Megan Abbott,352,1246725,0316547182,the dark side;mysteries & thrillers;book club ideas;science!,2018
Gnomon: A Novel,Nick Harkaway,688,298303,1524732087,"sci fi, fantasy & speculative fiction;rather long;science!;historical fiction",2018
God Save Texas: A Journey Into The Soul Of The Lone Star State,Lawrence Wright,368,503243,0525520104,for history lovers;identity & culture;nonfiction;eye-opening reads;the states we’re in,2018
Good And Mad: The Revolutionary Power Of Women's Anger,Rebecca Traister,320,251650,1501181793,nonfiction;eye-opening reads;identity & culture;the states we’re in;staff picks,2018
Greeks Bearing Gifts,Philip Kerr,528,804099,039917706X,mysteries & thrillers;historical fiction;tales from around the world;the dark side;staff picks;rather long,2018
Grist Mill Road: A Novel,Christopher J. Yates,352,296978,1250150280,family matters;mysteries & thrillers;the dark side,2018
Half-Witch,John Schoffstall,300,4548462,1618731408,"sci fi, fantasy & speculative fiction;young adult",2018
Happiness: A Novel,Aminatta Forna,368,1864004,080212755X,realistic fiction;book club ideas;identity & culture;seriously great writing;tales from around the world;the dark side,2018
Heads Of The Colored People: Stories,Nafissa Thompson-Spires,224,2053932,1501167995,"short stories, essays & poetry;identity & culture;rather short",2018
Heart Berries: A Memoir,Terese Marie Mailhot,160,1378887,1619023342,nonfiction;biography & memoir;rather short;identity & culture;seriously great writing;love & romance;family matters;book club ideas,2018
Heartland: A Memoir Of Working Hard And Being Broke In The Richest Country On Earth,Sarah Smarsh,304,716098,1501133098,nonfiction;biography & memoir;book club ideas;eye-opening reads;family matters;identity & culture;the states we’re in;staff picks,2018
